Hansard volume,Rā,Ingoa kaikōrero,Speaker turn,Paragraph number,Te Reo length,Ambiguous length,Other length,Is Māori (%),Kōrero
Vol 587.txt,"WEDNESDAY, 6 SEPTEMBER 2000",WILLIE JACKSON (The Alliance),275,1,36,12,0,100.0," Kei te tū ahau ki te tautoko i te kōrero o taku hoa a Mita. Nā
reira, ngā mihi ki a koe e Mita mō tō mahi whakahirahira i tēnei wā. Ki a koutou ngā manuhiri
kua tae mai nei ki te tautoko i tō mema, tēnā koutou."
Vol 587.txt,"WEDNESDAY, 6 SEPTEMBER 2000",MITA RIRINUI (NZ Labour---Waiāriki),326,5,65,24,0,100.0,"Hoi anō rā kai te Kaihautū waihotia ake ēnā kōrero i konā. Tētahi atu, ko taku hiahia me
tuku atu ana ngā mihi ki ngā rangatira o te rohe o Waiāriki kua tae mai ki te Whare o ngā Raiona,
te Whare Miere. Ki a rātou kua tae mai i te nuku o te whenua kei te tika kia kōrero ki a rātou. Nā
rātou i kōkiri nei, ko te āhua nā rātou i tonotia mai ki tā rātou mema kia whakakōrerohia mai
ki roto i te Whare Miere."
Vol 587.txt,"WEDNESDAY, 6 SEPTEMBER 2000",MITA RIRINUI,330,1,161,36,0,100.0," Hoi anō mā te wā. Hoi anō koutou rā ngā mema o te kaunihera, ngā mema
hōnore, ā, me ngā rangatira katoa o ngā waka o te rohe o te Waiāriki, tēnā koutou, tēna
koutou, tēnā koutou. Tēnei rā tā koutou mema kua tū whakaiti nei ki mua ki a koutou i roto i
te Whare nei hei whakamihi atu ki a koutou, ahakoa rā e hē ana te tikanga rā mā te pōtiki hei
mihi ki a koutou. Nō reira, hoi anō rā, kua kite ā-kanohi rā koutou i ngā āhuatanga, i ngā tū
momo wero o te Whare nei i tēnei wā. Hoi anō tāku ki a koutou, kei te noho mai rā tō koutou
mema i runga i te ngākau māhaki, i runga i te ngākau mārie, kia kore rā i ngā wero o te ao
tangata e puta mai rā i roto i tōku ngākau, nō reira tēnā koutou. Kei aku pāpā, kei aku whaea,
nā koutou tonu te pire i whakaahua. Mā te wā tonu ka puāwai āna hua, āna ritenga katoa. Nō
reira, Te Arawa, Tākitimu, Mātaatua, Horouta, ngā iwi katoa kua tae mai, tēnā koutou, tēnā
koutou, tēnā koutou katoa."
Vol 587.txt,"THURSDAY, 14 SEPTEMBER 2000",Hon. GEORGINA TE HEUHEU (NZ National),200,1,28,13,0,100.0," E ngā whānau o Pouākani e mihi tēnei ki a koutou
mai i ngā tūpuna kua ngaro i te Pō. Ki a koutou anō te hunga ora, e mihi aroha tēnei ki a koutou,
tēnā koutou, tēnā koutou, tēnā tātou katoa."
Vol 587.txt,"THURSDAY, 14 SEPTEMBER 2000",Hon. GEORGINA TE HEUHEU (NZ National),200,15,13,1,0,100.0,"Nō reira, tēnā koutou e ngā whanaunga, tēnā koutou, tēnā koutou, tēnā tātou katoa."
Vol 587.txt,"THURSDAY, 14 SEPTEMBER 2000",Hon. TARIANA TURIA (Associate Minister of Māori Affairs (Social Development)),201,1,24,7,0,100.0," Tēnā koutou
ngā uri o Pouākani. Tēnā koutou e kaha nei ki te whai i te tika kia ea ai, kia tūtuki ā koutou pono
mō ō koutou whenua, tēnā koutou."
Vol 587.txt,"THURSDAY, 14 SEPTEMBER 2000",Hon. TARIANA TURIA (Associate Minister of Māori Affairs (Social Development)),201,17,14,5,9,60.869565217391305,"I hope that collectively this House will take guidance from that principle. Nā reira, ngā mihi nui ki
a koutou, Pouākani. Tēnā koutou, tēnā koutou, tēnā koutou katoa."
Vol 587.txt,"THURSDAY, 14 SEPTEMBER 2000",MITA RIRINUI (NZ Labour---Waiāriki),207,2,141,42,0,100.0,"Hoianō rā kei te Kaihautū, tēnei te mihi atu ki a koe. He hōnore tēnei ki te tū ki te whakaputa
kōrero mō te pire kei roto i te Whare nei. Otirā, ko te wāhi tuatahi anō, e mihi ake ana ki ngā
kaumātua, ki ngā kuia a te Pouākani. Nā rātou te pire i kawea mai, ā, nā rātou ōna ritenga
i whakaahua. ā, kua tae mai rātou i te nuku o te whenua, hei āta whakarongo ki ngā kōrero
tīhaehae kei roto i te Whare nei. Kua tae mai hoki rātou kia kite ā-kanohi ngā mema hōnore i
tautoko o te Whare nei i a rātou e tautokohia ana te kaupapa kei runga kei te tēpu. Ka tū hoki au
tā rātou mema hei whakaatu hoki i te katoa i ō rātou hiahia me ngā moemoeā ō rātou kua
huri ki tua o te ārai. Ahakoa rā, pēhea rā te āhua o te taumaha o ngā kōrero i kōrerohia e te
tangata i mua i ahau, ka huri ake taku mihi ki te Kāwana Nahinara. Nā rātou te kaupapa i tīmata."
Vol 587.txt,"THURSDAY, 14 SEPTEMBER 2000",MITA RIRINUI (NZ Labour---Waiāriki),207,3,24,12,0,100.0,"ā, me mihi anō ki tēnei Kāwana, nā mātou nei i whakawhiti, i tuku tēnei kaupapa kia
whakatutuki. Otirā, nā runga i tēnā me kī e maha ana ngā taimahatanga e pā ana ki tēnei
pire."
Vol 587.txt,"THURSDAY, 14 SEPTEMBER 2000",MITA RIRINUI (NZ Labour---Waiāriki),207,14,41,12,0,100.0,"Nō reira, kei te Kaihautū nā runga i tēnā, ā, mihi atu ki a koe me a rātou kua tae mai i te
nuku o te whenua. Nā rātou te kaupapa i kawe, mā rātou hei whakatutuki nō reira, huri noa i a
tātou, tēnā koutou, Pouākani tēnā koutou katoa, e huri ana."
Vol 587.txt,"THURSDAY, 14 SEPTEMBER 2000",JOHN TAMIHERE (NZ Labour---Hauraki),216,1,54,12,1,98.18181818181819," Te Kaihautū me te Kaiwhakaruruhau ki a mātou Jonathan,
tēnā rā koe. E tū ake au kei te mihi nunui, kei te whakahōnore te Pouākani whānau, te pakeke
mā, te tuahine mā, te tuakana mā o Pouākani, tēnā koutou, tēnā koutou, kia ora huihui mai
tā tātou katoa. Kaua e wareware e ngā tīpuna rātou, ā, takoto tonu, takoto tonu, ā, takoto
tonu. Nō reira, kia ora."
Vol 587.txt,"THURSDAY, 14 SEPTEMBER 2000",MAHARA OKEROA (NZ Labour---Te Tai Tonga),232,2,88,36,0,100.0,"Tēnā koutou! Tēnā koutou, koutou rā ngā uri o te maunga tapu, Titiraupenga me te awa e
rere kau ana i tana taha, he piko he taniwha, he piko he taniwha, he kōrero hoki. Ka tūngane au hei
uri e tipu ake mai raro i te maunga tito e a Taranaki, mihi ake ki a koutou. Ka tino mōhio tūturu ake
ahau i ngā mamaetanga e noho mai rā anō kei roto o koutou nei kaingakau nui Māori, mohio
tūturu ake nā te mea, ka āta kite mai tātou katoa i ngā mahi he o mua, arā, ki te tāhae whenua,
mai raro i ō koutou nei waewae me ngā waewae a tauheke, e noho mai rā i runga i te pae
maumahara ā-tangata."
Vol 587.txt,"THURSDAY, 14 SEPTEMBER 2000",MAHARA OKEROA (NZ Labour---Te Tai Tonga),232,3,51,20,0,100.0,"Nā, me kī ngā whakataukītanga kōrero katoa i ngā whenua me ōna nei kōrero e
whakaorangia te wairua me te taha kikokiko ā-tangata. Ka noho mai koutou kei roto i tēnei Pou
whare, e whakarongo ake i ngā tautohetohe o ētehi ki ētehi. Ka tū kaha mai rātou ki te panapana
mai i tētehi ki tētehi, engari ki au kua he tēnā. Ko tēnei rā he rā whakanui mō koutou kē."
Vol 587.txt,"THURSDAY, 14 SEPTEMBER 2000",MAHARA OKEROA (NZ Labour---Te Tai Tonga),232,4,85,38,1,98.83720930232558,"Ehara taku tū he tū tautohetohe, he tū mihi ki a koutou. I runga i ngā kōrero o ngā raukura, ko
tetehi o ngā kōrero o te raukura--whakaaro pai ki ngā tāngata katoa. Koia nā tetehi o ngā
kōrero i mau i a au me Tahu e noho mai kei waenganui i a koutou. Mai rā anō e whakarongo mai
mātou i ngā tohutohu a tauheke ki a mātou e tipu ake. Nō reira, e ngā uri Pouākani, tū mihi
mai mātou ngā mema Māori ki a koutou, ahakoa kua tīmata ai te kaupapa ki tērā taha, mai
raro i te mana a te Rōpū Nāhinara, a rāua ko tō tuahine a Georgina. Nā rātou kē i tīmata
engari, mā mātou e oti pai."
Vol 587.txt,"THURSDAY, 14 SEPTEMBER 2000",MAHARA OKEROA (NZ Labour---Te Tai Tonga),232,5,88,33,1,98.87640449438203,"Nā, rongo hoki atu koutou i ngā kōrero e whakararuraru pea ai i tēnei pire whakaputa mai tetehi
tangata, ahakoa kua ngaro ia i tēnei Whare. E te iwi kua kite ētehi o koutou, ko mātou ngā mema
Māori kei runga i te Komiti Whakahaere i ngā āhuatanga Māori. Ko mātou kē e tino tautoko ki
a koutou hiahiatanga kia oti pai ai, kia puta he hua mō koutou kē. Nā, ko tēnei tangata ko ia te
Tiamana, ko mātou nei ngā mema---tino tautoko ki ō koutou nei whakaaro---mai i tēnei wā tae
noa atu i te oti paitanga o koutou nei hiahia. Kaua koutou e āwangawanga---mā mātou kē e hoe
te waka i te taha o koutou nei tuāhine, a Georgina."
Vol 587.txt,"THURSDAY, 14 SEPTEMBER 2000",MAHARA OKEROA (NZ Labour---Te Tai Tonga),232,6,40,20,0,100.0,"Nō reira, kua oti pai aku nei mihi ki a koutou--kōpikopiko haere te māhunga o tēnei nā ki a
koutou, pai marire. Ka rauna ki te Pouwhare, ko te īnoi ka kite mai mātou i a koutou i a tātou katoa
e wānanga mai i runga i tēnei kaupapa mai i tēnei wā tae noa atu, kia ora mai tātou."
Vol 587.txt,"WEDNESDAY, 20 SEPTEMBER 2000",MITA RIRINUI (NZ Labour---Waiāriki),187,2,65,14,0,100.0,"Hoi anō rā kei te Kaihautū, kua puta ngā whakaaro ki roto i te Whare nei mō te take kai runga
kei te Tēpu nā te mea anō hoki, he mea pai tēnei ki te whakahuahua i ngā kaupapa a te Kāwana
mō te tiriti. Nā, kei te hoki taku mahara ki te wā i tū ai ngā mema Māori mai i te tau, kotahi
mano, iwa rau, toru tekau mā rima te tau o te Kāwana Reipa tuatahi-"
Vol 588.txt,"THURSDAY, 16 NOVEMBER 2000",Hon. George Hawkins,207,1,2,0,1,66.66666666666667," Whinge, whine, moan!"
Vol 588.txt,"THURSDAY, 16 NOVEMBER 2000",David Cunliffe,208,1,2,0,1,66.66666666666667," Whinge, whine, moan!"
Vol 588.txt,"WEDNESDAY, 22 NOVEMBER 2000",DOVER SAMUELS (NZ Labour---Te Tai Tokerau),362,1,21,8,0,100.0," Kia ora tātou. Te mea tuatahi māku tēnei
kaupapa, te kaupapa e pā ana ki ngā whenua, ki ngā whenua o te tangata whenua me āna nei
tikanga katoa."
Vol 588.txt,"THURSDAY, 23 NOVEMBER 2000",MITA RIRINUI (NZ Labour---Waiāriki),301,5,22,3,14,61.111111111111114,"I have a quotation that was left to me by my forefathers, and it simply goes like this---koia nei rā te
kōrero: waihotia mā te tiriti anō hei kōrero ōna ritenga, ehara mā te ture, ehara mā te tangata."
Vol 588.txt,"THURSDAY, 23 NOVEMBER 2000",MITA RIRINUI (NZ Labour---Waiāriki),301,6,6,4,0,100.0,"Nā runga i tēnei, me pēnei rā. Kia ora tātou."
Vol 589.txt,"TUESDAY, 5 DECEMBER 2000",Hon. JOHN LUXTON (NZ National),387,1,4,2,0,100.0, Tēnā koutou ngā uri o Pouakani.
Vol 589.txt,"TUESDAY, 5 DECEMBER 2000",WILLIE JACKSON (The Alliance),391,1,32,13,2,94.11764705882354," Te tika tuatahi ki te mihi ki te iwi o Pouakani mō tā rātou
whawhai, mō tā rātou rangatira. Tēnei wā e pirangi ana ahau kite mihi ki a John Luxton mō
tana kaha ki te kōrero Māori. ā, nā reira ki a rātou, kia ora koutou."
Vol 589.txt,"WEDNESDAY, 13 DECEMBER 2000",Shane Ardern,76,1,1,0,0,100.0, Taranaki?
Vol 589.txt,"WEDNESDAY, 13 DECEMBER 2000",Penny Webster,77,1,1,0,0,100.0, Whangarei?
Vol 589.txt,"WEDNESDAY, 13 DECEMBER 2000",Hon. Ken Shirley,78,1,1,0,0,100.0, Tauranga?
Vol 590.txt,"TUESDAY, 13 FEBRUARY 2001",Rt Hon. HELEN CLARK (Prime Minister),5,6,15,2,4,78.94736842105263,"Now to Sir Robert Mahuta. E te rangatira, Te Kotahi Mahuta. Haere atu rā ki tō tātou Matua-nuii-te Rangi. Pai mārire."
Vol 590.txt,"TUESDAY, 13 FEBRUARY 2001",MITA RIRINUI,130,2,39,10,1,97.5,"Nō reira, kei ngā rangatira, ā, kua okioki rā koutou i roto i a koutou mahi whakahirahira. Haere
ra koutou ki tō tātou Kaitono mai a Ihowa ngā mana tuauriuri, whāioio. Nāna koutou i tuku mai,
ā, nāna koutou i tango atu. Kia whakapaingia tōna ingoa i ngā wā katoa."
Vol 590.txt,"WEDNESDAY, 14 FEBRUARY 2001",Hon. PAREKURA HOROMIA (Minister of Māori Affairs),246,1,5,1,0,100.0, Tēnā tātou o tēnei huinga Pāremata.
Vol 590.txt,"WEDNESDAY, 14 FEBRUARY 2001",Hon. PAREKURA HOROMIA (Minister of Māori Affairs),246,2,19,6,4,82.6086956521739,"Kia tukuna he kupu tangi aroha ki a Te Kotahi Mahuta, Tā Rawiri Beattie, Wiremu Solomon, me Agnes
McGhee. Rātou katoa kua mene ki te pō, haere rā koutou."
Vol 590.txt,"WEDNESDAY, 14 FEBRUARY 2001",DOVER SAMUELS (NZ Labour--Te Tai Tokerau),276,1,84,22,0,100.0," E ngā iwi, e ngā reo, e ngā kārangaranga maha,
e ngā waka, e ngā hau e whā, ia marae, ia marae puta noa i te motu, kei te mihi whānui atu ki a
koutou katoa. ā, tēnā koutou, ā, tēnā koutou, tēnā koutou katoa. Kei te mihi aroha hoki ki a
tātou kārangaranga maha, ki a tātou tini mate e hinga mai rā, e hinga mai rā, e hinga atu nei, e
hinga atu nei. Kore taea te pēhea. Koia tēnā te huarahi e anga mai i tō tātou kaihanga mai rā
anō, haere tonu nei, hinga tonu nei, hinga tonu nei, hinga tonu nei."
Vol 590.txt,"WEDNESDAY, 14 FEBRUARY 2001",DOVER SAMUELS (NZ Labour--Te Tai Tokerau),276,2,33,8,0,100.0,"ā, kei te mihi atu ki a koe e te whaea, tuahine, e Nanaia mō tō matua Te Kotahi Rapata, mō
āna nei mahi ātaahua i waenganui i tō iwi o Tainui, Waikato, puta noa. Tēnā pou o te iwi Māori."
Vol 590.txt,"WEDNESDAY, 14 FEBRUARY 2001",DOVER SAMUELS (NZ Labour--Te Tai Tokerau),276,3,21,11,0,100.0,"I te wā i a ia hīkoi ai te mata o te whenua, i roto i tana ngākau, ko tana hinengaro me wana
moemoeā, ko tana aroha ki tana iwi puta noa."
Vol 590.txt,"WEDNESDAY, 14 FEBRUARY 2001",DOVER SAMUELS (NZ Labour--Te Tai Tokerau),276,4,36,15,4,90.0,"Kei te mihi atu hoki ki te Kāwana Hianara tawhito, a Beattie, Sir David Beattie, ā, me te Horomana
o Ngai Tahu. Kei te mihi atu ki a rāua, ki a rātou hoki. Koia tēnei ngā mihi whānui ki a rātou,
moe mai, moe mai, i roto i te ringa kaha o tō tātou Atua."
Vol 590.txt,"WEDNESDAY, 14 FEBRUARY 2001",DOVER SAMUELS (NZ Labour--Te Tai Tokerau),276,5,53,18,2,96.36363636363636,"E huri ana ki tō tātou Whare, kei te mihi ki ngā mema o te Whare Pāremata, ngā mema katoa
o ia patu o tēnei whare, me waku hoa mema Māori o tēnei taha, me te whaea hoki I tērā taha o
te Whare, kei te mihi whānui atu ki a koutou. ā, Mr Speaker, tēnā koe. E huri ana i tō tātou
Whare, tēnā koutou, ā, tēnā koutou, tēnā anō tātou katoa."
Vol 590.txt,"WEDNESDAY, 14 FEBRUARY 2001",DOVER SAMUELS (NZ Labour--Te Tai Tokerau),276,17,35,10,0,100.0,"Nō reira, e te rangatira, e ngā kārangaranga maha, e te iwi e whakarongo mai rā, ā, kei te
aroha, kei te mihi whānui atu ki a koutou. Huri ana i tō tātou Whare, tēnā koutou, ā, tēnā
koutou, kia ora mai anō tātou katoa."
Vol 590.txt,"WEDNESDAY, 14 FEBRUARY 2001",JOHN TAMIHERE,295,1,69,19,1,98.57142857142857," Ko te mea tuatahi, kei te mihi nunui ki ngā tīpuna rongonui kua hinga. Nō reira,
ngā tipuna, takoto tonu, takoto tonu, ā, takoto tonu. He aroha ki a koe e te whaea, e te tuahine
Nanaia, ā, he aroha ki a koe. Kei te tautoko mātou kua hinga tō pāpā. Nō reira, tēnā rā koe,
tēnā rā koe, ā, tēnā rā koe. He aroha ki a koe e te matua, te mātāmua ki a mātou i roto i
te Rohe Pōtae o Reipa, Dover, ā, tēnā rā koe."
Vol 590.txt,"WEDNESDAY, 14 FEBRUARY 2001",MAHARA OKEROA (NZ Labour--Te Tai Tonga),342,1,37,16,0,100.0," ā, tēnā tātou e noho mai i runga ake i ngā
kōrero e whakaputa mai i tēnei wā. Ko te tuatahi hei mihi aroha ki a rātou e mau ai i ngā rau
kawakawa, piupiu ai. Ko te tohu o ngā kawakawa nei, he tohu nō te mate, he tohu nō te mate."
Vol 590.txt,"WEDNESDAY, 14 FEBRUARY 2001",MAHARA OKEROA (NZ Labour--Te Tai Tonga),342,2,26,13,0,100.0,"Ngā mate rangatira mai i Tainui kawakawa nei, he tohu nō te mate, he tohu nō te mate. Ngā mate
rangatira mai i Tainui waka tae noa ki Kaitahu, whakawhiti ati ki ngā motu katoa, paimārire ki a
tātou."
Vol 590.txt,"WEDNESDAY, 14 FEBRUARY 2001",MAHARA OKEROA,348,1,11,5,0,100.0," Nā, ki te take kia whakapākehatia aku nei kōrero ki te taniwha e pātai mai
rā-"
Vol 590.txt,"WEDNESDAY, 21 FEBRUARY 2001",MITA RIRINUI (NZ Labour---Waiāriki),262,1,25,7,0,100.0," Me pēnei rā te tīmatanga kōrero māku. Nō
tuawhakarere ēnei kōrero, he taonga te mokopuna. He tāonga i tuku iho rā i ngā tīpuna kua
huri atu ki tua o te ārai."
Vol 590.txt,"TUESDAY, 27 FEBRUARY 2001",MAHARA OKEROA (NZ Labour---Te Tai Tonga),301,1,27,7,0,100.0," ā, tēnā koe te tumuaki o te Whare nei. Ka tū
ahau ki te kōrero i roto i te reo. Kei te noho mai te tangata nā ki te whakapākehā i āku nei
kōrero."
Vol 590.txt,"TUESDAY, 27 FEBRUARY 2001",MAHARA OKEROA (NZ Labour---Te Tai Tonga),301,2,45,14,1,97.82608695652173," 
Kua mihi ahau ki te Minita i tū mai nei nā te mea, kua whakawhānuitia atu e ia tana kōrero e
pā ana ki ngā ahuatanga o te Pire. Nā, he mihi poto tēnei na te mea, kua haere te waewae o te
kaumātua rā engari, ko taku hiahia kia tū tautoko ahau i ngā āhuatanga katoa o tēnei pire."
Vol 590.txt,"TUESDAY, 27 FEBRUARY 2001",MAHARA OKEROA (NZ Labour---Te Tai Tonga),301,3,25,10,0,100.0,"Nō reira, ka mihi atu hoki ahau ki tērā pito nā te mea i a mātou nei e noho tahi ana, ka whakaae
te katoa o te komiti ki ngā āhuatanga rangatira o tēnei pire."
Vol 590.txt,"WEDNESDAY, 14 MARCH 2001",JOHN TAMIHERE,264,1,24,11,12,66.66666666666667," I am much obliged. I conclude by, once again, congratulating my colleague Marian
Hobbs. He aroha ki a koe kei te Minita---kei te aroha ki a koe mō te kati rā o te Minita. Nō reira,
tēnā rā koe, tēnā rā koe, he aroha ki a koutou."
Vol 591.txt,"THURSDAY, 22 MARCH 2001",JOHN TAMIHERE (NZ Labour---Hauraki),193,9,17,8,0,100.0,"Ki a Tūteārai, kua whetūrangitia i tēnei mihi atu. E te rangatira, e te whanaunga, nō reira, moe
mai, moe mai i ngā moenga roa."
Vol 591.txt,"THURSDAY, 22 MARCH 2001",WILLIE JACKSON (The Alliance),194,1,75,31,5,93.75," Kia ora, Mr. Speaker. I tēnei wā, e tika me mihi ki te whanaunga
kua hinga ki te pakanga i te Wāhi o East Timor. Nō reira e te whanaunga, haere ki tērā wāhi i
whakareria ai e Te Kaihanga mō tātou. ā, ka nui tēnā. Ki a koutou te hunga ora, tēnā koutou,
kia ora e te Matua. I tēnei wā, he tika me mihi ki te Komiti Māori mō ō koutou mahi ātaahua i
ngā marama kua hipa atu nei, me te Tiamana John, tēnei te mihi ki a koe e te whanaunga mō tō
mahi ātaahua hoki I runga i tēnei kaupapa tino whakahirahira mō ō tātou iwi."
Vol 591.txt,"WEDNESDAY, 28 MARCH 2001",DOVER SAMUELS (NZ Labour---Te Tai Tokerau),185,1,27,12,2,93.10344827586206," Kia ora, Mr Speaker. Ko te mea nui, ko te wāhanga
rere kē ki ngā iwi o Niu Tīreni ki te wāhanga ki te iwi Māori, kia mōhio katoatia ai e te iwi
whānui me ngā mema o te Whare Pāremata."
Vol 592.txt,"WEDNESDAY, 16 MAY 2001",MITA RIRINUI (NZ Labour---Waiāriki),245,2,33,12,0,100.0,"ā, kāti rā, ko te wāhi tuatahi mea ake nei ki a koutou kei te whānau kua haramai rā i te Kurīa-Whārei ki Tihirau, ā, nuku o te whenua. Me pēnei rā te mihi ki a koutou mai i ngā mai i Maketū
ki Tongariro-"
Vol 592.txt,"WEDNESDAY, 16 MAY 2001",MITA RIRINUI,248,1,76,18,0,100.0," Koutou rā o ngā mātāwaka Takitimu, Te Arawa, Mātaatua, Horouta, me te
taurapa hoki o te waka a Tainui, koutou rā kua tae mai i te nuku o te whenua, ko te tautokohia ake i
tēnei tā koutou e whakahuahua nei i roto i te Whare o ngā Raiona i tēnei rā. Tēnei tā koutou
mōkai, tā koutou māngai kōrero o te Ana Raiona e mihi ake nei ki a koutou, nō reira tēnā
koutou. Tēnā koutou, kei ngā koroua, kei ngā kuia, ngā pāpā, ngā whaea, ngā tuākana,
ngā tuāhine, tēnā koutou katoa."
Vol 592.txt,"WEDNESDAY, 16 MAY 2001",Rt Hon. WINSTON PETERS (Leader---NZ First),254,1,15,3,0,100.0," ā, e ngā mātua, e ngā karanga maha, e ngā hoa,
tēnā koutou, tēnā koutou, tēnā katou katoa."
Vol 592.txt,"WEDNESDAY, 16 MAY 2001",WILLIE JACKSON (The Alliance),281,1,51,24,1,98.07692307692308," ā, tuatahi he tūranga mihi ki ngā iwi kua tae mai nei ki te tautoko
i tō mema i tēnei rā, ngā mihi ki a koutou. ā, ka huri ki a koe e Mita, ngā mihi ki a koe mō tō
mahi ātaahua i runga i tēnei kaupapa tino whakahirahira ki a tātou. Nā reira e hoa, ahakoa he
tino rere kē te whakaaro a Winston me ōna hoa, kia kaha, kia māia, kia manawa nui."
Vol 592.txt,"WEDNESDAY, 16 MAY 2001",JOHN TAMIHERE (NZ Labour---Hauraki),339,1,30,5,0,100.0," E te Kaihautū, tēnā rā koe. E ngā rau rangatira mā, e
ngā waka, e ngā mana, arā, ngā waka a Mātaatua, Te Arawa, Horouta, ā, tēnā rā koutou,
tēnā rā koutou, tēnā rā koutou."
Vol 592.txt,"WEDNESDAY, 16 MAY 2001",DONNA AWATERE HUATA (ACT NZ),352,1,50,14,0,100.0," āe, kia ora tātou. ā, e ngā rangatira kua tae mai nei i tēnei
pō ki tēnei Whare Mīere, ā, tēnā koutou. E te mema e Mita Ririnui, kua puta mai tēnei pire,
tēnā koe. ā, tēnā hoki koutou ngā kanohi o te ao Māori e pupuri ana i te tino rangatiratanga
o ngā tipuna i roto i tēnei Whare. ā, kāti mō tēnā."
Vol 592.txt,"WEDNESDAY, 16 MAY 2001",MAHARA OKEROA (NZ Labour---Te Tai Tonga),355,1,24,9,0,100.0," ā, tēnā koutou ngā uri katoa i heke mai nei i ngā
waka e whā, me te mana, me ngā maunga kei roto i ō rohe takiwā, o roto hoki i ngā pouwhenua."
Vol 592.txt,"WEDNESDAY, 16 MAY 2001",MAHARA OKEROA (NZ Labour---Te Tai Tonga),355,2,66,27,0,100.0,"Me kī pēnei pea, ngā pouwhenua ō koutou i a koutou hoki e haere omaoma ana ki te tautoko i
ēnei kaupapa nui atu, kaupapa rangatira. I a koutou e noho mai nā kei te rongo mai ki ngā
hamahama ā-waha a ētehi. Kei te I a koutou e noho mai nā kei te rongo mai ki ngā hamahama
ā-waha a ētehi. Kei te tautoko ētehi. Engari ko te nuinga o ētehi e kore ana e tautoko. Engari ko
te nuinga e tautoko mai ana ki te kaupapa nei. Nō reira, tēnā koutou."
Vol 592.txt,"WEDNESDAY, 16 MAY 2001",Hon. DOVER SAMUELS (NZ Labour---Te Tai Tokerau),376,1,58,13,2,96.66666666666667," Tēnā koe. ā, tēnā koe te kaumātua o te
Whare, te kaiwhakahaere o te Whare, Mr Speaker, tēnā koe. Te mea tuatahi māku, kei te mihi ake
ki te Kaunihera o te Waiāriki mō tēnei kaupapa tino ātaahua, tino hōhonu e whai nei ngā Mema
Māori o te Whare Pāremata i raro i te tuanui o tēnei o ngā whare i tēnei pō nā te mea kei te
mihi atu ki a koutou."
Vol 592.txt,"WEDNESDAY, 16 MAY 2001",Hon. DOVER SAMUELS (NZ Labour---Te Tai Tokerau),376,3,33,12,1,97.05882352941177,"Kei te mihi atu ki a koe e te mema o te Waiāriki, e Mita, nau nei tēnei kaupapa i whakaora mai,
ahakoa nā te mea tīmata mai i tērā o wā tātou rangatira, a Hone Delamere, a Tuariki. Kei te
mihi atu ki a koe."
Vol 592.txt,"WEDNESDAY, 16 MAY 2001",Hon. DOVER SAMUELS (NZ Labour---Te Tai Tokerau),376,17,26,5,0,100.0,"Tū mai ki te tautoko i tēnei Pire. Tū mai ki te tautoko i tēnei ture nā te mea, kei te awhi mai
tēnei ture i tō iwi Māori puta noa."
Vol 592.txt,"THURSDAY, 17 MAY 2001",Hon. John Luxton,234,1,1,0,0,100.0, Hokianga!
Vol 592.txt,"WEDNESDAY, 13 JUNE 2001",WILLIE JACKSON,190,1,25,9,2,92.5925925925926," (The Alliance) Hūtia te rito o te harakeke kei hea te kōmako e kō, kī mai ki
ahau he aha te mea nui o tēnei ao, māku e kī atu he tangata, he tangata, he tangata."
Vol 592.txt,"WEDNESDAY, 13 JUNE 2001",WILLIE JACKSON,190,2,31,17,1,96.875,"He tangata tātou ahakoa ko wai, ko wai, ko waī. ā, ki te hunga mate ki a koe Matiu, kei te mihi,
kei te tangi ki a koe. Ki a tātou te hunga ora, Sandra, he mihi ana ki a koe, tātou katoa, tēnā
koutou, tēnā anō tātou katoa."
Vol 592.txt,"WEDNESDAY, 13 JUNE 2001",WILLIE JACKSON,191,13,15,5,0,100.0,"ā, ka huri au ināianei ki ngā mema Māori, kei te mōhio au kei te tino hōhā koutou ki ahau."
Vol 592.txt,"WEDNESDAY, 13 JUNE 2001",WILLIE JACKSON,191,14,32,9,1,96.96969696969697,"He aha ai? Kei te mōhio ahau ki tēnei engari, pōturi te haere o te āwhina i ngā mahi Māori ki
ahau i roto i tēnei Kāwanatanga. Kei te titiro mai te iwi Maori e ahu pēhea ana tātou. Koina aku
whakaaro."
Vol 592.txt,"WEDNESDAY, 13 JUNE 2001",Hon. DOVER SAMUELS (NZ Labour---Te Tai Tokerau),198,1,49,18,5,90.74074074074075," ā, kia ora tātou. Te mea tuatahi māku, kei
te mihi atu ki a koe te Kaiwhakahaere o te Whare, Mr Speaker, tēnā koe. Ki ngā, mema katoa o te
Whare Pāremata, ā tēnā koutou e waku hoa, mema Māori huri i te Whare, ki a koe hoki Willie,
tēnā koe. Tēnā koe e mihi nei ki tō tāua tuahine a Sandra Lee, ā, tēnā koe me ngā
mihitanga ki a ia."
Vol 592.txt,"WEDNESDAY, 13 JUNE 2001",Hon. DOVER SAMUELS (NZ Labour---Te Tai Tokerau),198,2,38,8,0,100.0,"ā, koia tēnei te wāhanga tuatahi i roto i ngā pūkoro pūtea a te Kāwanatanga. Kua tae mai ki
te wā kau tohatohangia āna pūtea ki te iwi Māori, ki ngā kaimahi rōpū kaimahi e manaaki nei,
e hau tū nei te iwi Māori puta noa."
